1.0098,0.0007,-0.0503,1.0143,0.0028,-0.0464,-0.3662,0.7324,0.4272,-0.4191,0.7731,0.4679,215
1.0085,0.0059,-0.0466,1.0146,0.0024,-0.0468,-0.2441,0.6714,0.3662,-0.4272,0.7731,0.4395,215
1.0122,0.0105,-0.0400,1.0140,0.0029,-0.0475,-0.4883,0.6714,0.3662,-0.4028,0.7568,0.4191,215
1.0149,0.0063,-0.0479,1.0146,0.0034,-0.0472,-0.2441,0.8545,0.3662,-0.3906,0.7731,0.3988,215
1.0181,0.0068,-0.0479,1.0144,0.0039,-0.0467,-0.4883,0.7935,0.5493,-0.3906,0.7731,0.4110,215
1.0164,0.0024,-0.0452,1.0152,0.0039,-0.0466,-0.3662,0.8545,0.4272,-0.4028,0.7975,0.4110,215
1.0188,0.0081,-0.0447,1.0151,0.0046,-0.0464,-0.3662,0.8545,0.4272,-0.3703,0.8138,0.4232,215
1.0208,0.0125,-0.0405,1.0164,0.0059,-0.0451,-0.5493,0.7324,0.3662,-0.3988,0.8057,0.3906,215
1.0164,0.0056,-0.0391,1.0167,0.0054,-0.0451,-0.3662,0.7935,0.5493,-0.3947,0.8260,0.4232,215
1.0190,-0.0046,-0.0459,1.0169,0.0051,-0.0437,-0.4272,0.9155,0.4883,-0.4028,0.8260,0.4354,215
1.0085,-0.0027,-0.0493,1.0166,0.0046,-0.0445,-0.4883,0.9155,0.4883,-0.3988,0.8301,0.4191,215
1.0142,0.0017,-0.0505,1.0164,0.0041,-0.0452,-0.3662,0.9155,0.5493,-0.4069,0.8260,0.4272,215
1.0129,0.0007,-0.0410,1.0164,0.0039,-0.0450,-0.3662,0.7935,0.4883,-0.3988,0.8260,0.4517,215
1.0161,-0.0039,-0.0500,1.0153,0.0030,-0.0455,-0.1831,0.9766,0.6104,-0.3662,0.8504,0.4517,215
1.0125,0.0039,-0.0452,1.0146,0.0030,-0.0459,-0.4883,0.7935,0.3662,-0.3906,0.8464,0.4517,215
1.0154,0.0046,-0.0476,1.0143,0.0034,-0.0476,-0.4272,0.7935,0.3662,-0.3906,0.8423,0.4435,215
1.0146,0.0061,-0.0410,1.0143,0.0038,-0.0473,-0.3662,0.9766,0.3662,-0.3947,0.8586,0.4354,215
1.0156,0.0032,-0.0432,1.0143,0.0040,-0.0467,-0.3662,0.6714,0.3052,-0.3784,0.8301,0.4354,215
1.0146,0.0088,-0.0376,1.0144,0.0050,-0.0456,-0.3662,0.8545,0.5493,-0.3825,0.8219,0.4395,215
1.0190,0.0015,-0.0461,1.0147,0.0046,-0.0464,-0.3662,0.9155,0.3052,-0.3825,0.8219,0.4476,215
1.0110,0.0085,-0.0432,1.0143,0.0053,-0.0456,-0.3662,0.8545,0.7935,-0.3743,0.8179,0.4598,215
1.0107,0.0063,-0.0459,1.0146,0.0055,-0.0453,-0.4883,1.0376,0.3662,-0.3743,0.8341,0.4639,215
1.0112,0.0015,-0.0308,1.0144,0.0051,-0.0439,-0.4883,0.7324,0.4272,-0.3947,0.8219,0.4761,215
1.0166,-0.0007,-0.0518,1.0146,0.0049,-0.0441,-0.3662,0.9766,0.3052,-0.3906,0.8504,0.4801,215
1.0156,0.0037,-0.0464,1.0148,0.0044,-0.0443,-0.4883,0.8545,0.4272,-0.3947,0.8504,0.4761,215
1.0239,-0.0059,-0.0520,1.0159,0.0035,-0.0451,-0.4883,0.8545,0.5493,-0.4069,0.8626,0.4761,215
1.0220,0.0061,-0.0466,1.0168,0.0028,-0.0448,-0.3662,0.7935,0.5493,-0.4110,0.8586,0.4313,215
1.0161,0.0024,-0.0459,1.0173,0.0022,-0.0448,-0.4883,0.8545,0.4272,-0.4069,0.8382,0.4476,215
1.0112,0.0049,-0.0481,1.0172,0.0022,-0.0449,-0.4272,0.9155,0.4883,-0.4028,0.8382,0.4517,215
1.0146,0.0022,-0.0427,1.0177,0.0021,-0.0455,-0.4272,0.6714,0.3052,-0.4069,0.8301,0.4517,215
1.0176,0.0066,-0.0427,1.0172,0.0027,-0.0449,-0.3662,1.0376,0.3052,-0.4028,0.8464,0.4476,215
1.0195,0.0049,-0.0408,1.0167,0.0035,-0.0448,-0.3662,0.9766,0.5493,-0.3866,0.8219,0.4598,215
1.0144,0.0015,-0.0498,1.0166,0.0033,-0.0453,-0.3662,0.9155,0.3662,-0.3906,0.8260,0.4598,215
1.0137,-0.0029,-0.0447,1.0160,0.0034,-0.0452,-0.3052,1.0376,0.4272,-0.3866,0.8504,0.4476,215
1.0205,0.0049,-0.0479,1.0158,0.0036,-0.0455,-0.4883,0.9766,0.6714,-0.3906,0.8626,0.4557,215
1.0129,0.0051,-0.0493,1.0158,0.0038,-0.0459,-0.4272,0.7935,0.3662,-0.3866,0.8911,0.4517,215
1.0151,0.0010,-0.0444,1.0159,0.0036,-0.0459,-0.4883,0.9155,0.3662,-0.3906,0.8911,0.4476,215
1.0103,0.0012,-0.0540,1.0153,0.0033,-0.0458,-0.3662,0.9155,0.4272,-0.3906,0.8748,0.4639,215
1.0122,0.0076,-0.0466,1.0143,0.0036,-0.0463,-0.3052,0.7935,0.5493,-0.3866,0.8708,0.4679,215
1.0178,0.0051,-0.0486,1.0141,0.0034,-0.0461,-0.4272,0.8545,0.4272,-0.3906,0.8382,0.4679,215
1.0125,0.0017,-0.0413,1.0138,0.0035,-0.0463,-0.5493,0.9766,0.4272,-0.3947,0.8545,0.4598,215
1.0159,0.0042,-0.0488,1.0134,0.0027,-0.0465,-0.3662,0.9155,0.6104,-0.3703,0.8219,0.4639,215
1.0129,0.0017,-0.0459,1.0138,0.0033,-0.0461,-0.4272,0.7935,0.3662,-0.3784,0.8219,0.4557,215
1.0208,0.0049,-0.0461,1.0142,0.0023,-0.0462,-0.5493,0.7935,0.4883,-0.3947,0.8301,0.4354,215
1.0139,0.0071,-0.0420,1.0144,0.0028,-0.0459,-0.4883,0.7324,0.4272,-0.4028,0.8179,0.4313,215
1.0166,0.0059,-0.0525,1.0140,0.0030,-0.0469,-0.3662,0.7935,0.3052,-0.3906,0.8179,0.4191,215
1.0159,0.0095,-0.0457,1.0141,0.0039,-0.0472,-0.3052,0.7324,0.5493,-0.3947,0.8260,0.4232,215
1.0176,0.0061,-0.0439,1.0145,0.0045,-0.0468,-0.4883,0.6714,0.4272,-0.4110,0.8219,0.4232,215
1.0122,0.0034,-0.0403,1.0143,0.0044,-0.0462,-0.3052,0.7935,0.5493,-0.4069,0.8138,0.4191,215
1.0144,-0.0002,-0.0483,1.0145,0.0046,-0.0472,-0.3662,0.7324,0.5493,-0.3947,0.7935,0.4517,215
1.0164,0.0083,-0.0522,1.0141,0.0046,-0.0466,-0.3662,0.8545,0.4883,-0.3866,0.7975,0.4354,215
1.0098,0.0012,-0.0444,1.0144,0.0041,-0.0462,-0.4883,0.8545,0.6104,-0.3784,0.8016,0.4639,215
1.0161,0.0010,-0.0459,1.0144,0.0038,-0.0458,-0.4272,0.7935,0.3662,-0.3825,0.8016,0.4679,215
1.0095,0.0056,-0.0439,1.0145,0.0035,-0.0459,-0.4272,0.6714,0.4883,-0.3784,0.7772,0.4639,215
1.0139,0.0068,-0.0461,1.0148,0.0035,-0.0462,-0.3662,0.9766,0.6104,-0.3743,0.8057,0.4679,215
1.0203,0.0044,-0.0435,1.0150,0.0032,-0.0448,-0.4883,0.9766,0.4272,-0.3906,0.8138,0.4354,215
1.0090,0.0039,-0.0383,1.0147,0.0035,-0.0446,-0.3662,0.9155,0.5493,-0.3825,0.8179,0.4476,215
1.0132,-0.0015,-0.0439,1.0145,0.0036,-0.0446,-0.3052,0.9766,0.4883,-0.3988,0.8382,0.4517,215
1.0134,0.0056,-0.0415,1.0150,0.0041,-0.0445,-0.3662,0.7935,0.5493,-0.4028,0.8382,0.4476,215
1.0129,0.0039,-0.0491,1.0150,0.0040,-0.0446,-0.2441,0.8545,0.6714,-0.3947,0.8586,0.4801,215
1.0183,0.0044,-0.0415,1.0153,0.0041,-0.0439,-0.3662,0.7935,0.5493,-0.4028,0.8382,0.4801,215
1.0168,0.0029,-0.0420,1.0160,0.0038,-0.0446,-0.4883,0.7935,0.3662,-0.3947,0.8301,0.4842,215
1.0222,0.0034,-0.0386,1.0170,0.0039,-0.0438,-0.3662,0.9155,0.2441,-0.4028,0.8138,0.4761,215
1.0149,0.0054,-0.0464,1.0170,0.0037,-0.0436,-0.5493,0.9155,0.4883,-0.3947,0.8138,0.4761,215
1.0190,-0.0029,-0.0461,1.0173,0.0032,-0.0432,-0.3662,0.8545,0.4883,-0.3906,0.8138,0.4761,215
1.0149,0.0027,-0.0461,1.0165,0.0031,-0.0437,-0.3662,0.6714,0.6104,-0.3947,0.8057,0.4598,215
1.0137,0.0015,-0.0481,1.0161,0.0032,-0.0444,-0.3662,0.8545,0.3052,-0.3947,0.8097,0.4476,215
1.0193,0.0032,-0.0449,1.0156,0.0035,-0.0445,-0.3662,0.7324,0.5493,-0.3988,0.8138,0.4679,215
1.0198,0.0059,-0.0469,1.0157,0.0036,-0.0451,-0.3662,0.8545,0.5493,-0.3947,0.8260,0.4720,215
1.0149,0.0020,-0.0527,1.0148,0.0033,-0.0465,-0.3662,0.9155,0.4272,-0.3988,0.8301,0.4720,215
1.0107,-0.0005,-0.0437,1.0142,0.0030,-0.0457,-0.3052,0.9155,0.4272,-0.3866,0.8179,0.4679,215
1.0166,0.0063,-0.0503,1.0151,0.0034,-0.0468,-0.3662,1.0376,0.6714,-0.3784,0.8423,0.4639,215
1.0144,0.0095,-0.0483,1.0151,0.0036,-0.0467,-0.4272,0.8545,0.6714,-0.3784,0.8382,0.4720,215
1.0205,0.0042,-0.0457,1.0155,0.0038,-0.0466,-0.3662,1.0376,0.5493,-0.3743,0.8545,0.4842,215
1.0132,0.0071,-0.0417,1.0151,0.0042,-0.0464,-0.2441,0.7935,0.4272,-0.3662,0.8504,0.4557,215
1.0168,0.0010,-0.0452,1.0156,0.0036,-0.0452,-0.4883,0.8545,0.4272,-0.3743,0.8667,0.4639,215
1.0139,0.0046,-0.0508,1.0157,0.0040,-0.0458,-0.4272,0.9155,0.4883,-0.3743,0.8830,0.4639,215
1.0139,0.0046,-0.0525,1.0156,0.0044,-0.0459,-0.4272,0.9155,0.5493,-0.3784,0.8830,0.4679,215
1.0149,-0.0039,-0.0486,1.0149,0.0035,-0.0466,-0.3662,0.7324,0.2441,-0.3947,0.8708,0.4476,215
1.0149,-0.0002,-0.0491,1.0145,0.0037,-0.0477,-0.4272,0.9155,0.4272,-0.3988,0.8626,0.4435,215
1.0183,0.0007,-0.0476,1.0147,0.0034,-0.0478,-0.4272,0.7324,0.4272,-0.3988,0.8586,0.4517,215
1.0166,0.0042,-0.0508,1.0155,0.0033,-0.0491,-0.2441,0.9766,0.3662,-0.4028,0.8545,0.4517,216
1.0125,-0.0022,-0.0469,1.0152,0.0032,-0.0485,-0.6104,0.7935,0.4883,-0.3988,0.8464,0.4476,215
1.0142,0.0015,-0.0471,1.0154,0.0028,-0.0482,-0.4883,0.8545,0.4883,-0.4110,0.8545,0.4354,215
1.0161,0.0039,-0.0388,1.0156,0.0029,-0.0474,-0.1831,0.6714,0.6104,-0.3866,0.8341,0.4354,215
1.0046,-0.0039,-0.0459,1.0147,0.0027,-0.0462,-0.3052,0.5493,0.3662,-0.3866,0.8179,0.4313,215
1.0571,0.0051,-0.0505,1.0176,0.0013,-0.0462,-0.3052,0.9766,0.6104,-0.3825,0.7731,0.4028,215
1.0208,0.0146,-0.0500,1.0178,0.0022,-0.0464,-0.3052,1.0986,0.6104,-0.3743,0.7975,0.4150,215
0.9961,0.0188,-0.0437,1.0161,0.0033,-0.0461,-0.5493,0.9766,0.6714,-0.3825,0.8138,0.4354,215
1.0227,0.0020,-0.0518,1.0166,0.0039,-0.0460,-0.4883,0.7324,0.4883,-0.4069,0.8097,0.4639,215
1.0186,0.0046,-0.0510,1.0168,0.0041,-0.0469,-0.3052,0.9766,0.4272,-0.3988,0.8057,0.4639,215
1.0181,-0.0027,-0.0493,1.0188,0.0043,-0.0484,-0.3662,0.7324,0.2441,-0.3906,0.8341,0.4964,215
1.0220,0.0017,-0.0366,1.0182,0.0049,-0.0472,-0.3052,0.7935,0.3662,-0.3906,0.8545,0.5086,215
1.0093,0.0127,-0.0388,1.0149,0.0045,-0.0457,-0.4272,0.6714,0.4272,-0.4069,0.8179,0.4883,215
1.0181,0.0049,-0.0361,1.0168,0.0032,-0.0451,-0.4272,0.7324,0.4272,-0.3784,0.7690,0.4801,215
1.0144,0.0010,-0.0449,1.0163,0.0027,-0.0458,-0.4272,0.7935,0.5493,-0.3743,0.7650,0.4720,215
1.0100,0.0049,-0.0481,1.0155,0.0026,-0.0449,-0.3052,0.8545,0.3662,-0.3703,0.7528,0.4598,215
1.0159,0.0078,-0.0500,1.0150,0.0028,-0.0450,-0.3052,0.6714,0.4883,-0.3581,0.7487,0.4395,215
1.0178,0.0061,-0.0498,1.0150,0.0042,-0.0457,-0.4272,0.8545,0.4272,-0.3784,0.7650,0.4639,215
1.0171,0.0017,-0.0461,1.0147,0.0036,-0.0470,-0.5493,0.7324,0.4883,-0.3866,0.7650,0.4517,215
1.0176,-0.0007,-0.0486,1.0147,0.0032,-0.0483,-0.3662,0.7324,0.4272,-0.3825,0.7731,0.4476,215
1.0107,0.0046,-0.0547,1.0140,0.0043,-0.0474,-0.3052,0.7324,0.3052,-0.3621,0.7690,0.4354,215
1.0139,-0.0007,-0.0476,1.0143,0.0039,-0.0474,-0.3662,0.8545,0.4272,-0.3662,0.7690,0.4395,215
1.0115,0.0095,-0.0461,1.0140,0.0044,-0.0471,-0.3052,0.8545,0.4272,-0.3743,0.7894,0.4395,215
1.0210,0.0076,-0.0391,1.0143,0.0040,-0.0449,-0.4883,0.9155,0.5493,-0.3988,0.7935,0.4354,215
1.0103,0.0024,-0.0496,1.0142,0.0041,-0.0446,-0.3052,0.8545,0.4883,-0.3784,0.8219,0.4435,215
1.0156,0.0073,-0.0542,1.0139,0.0046,-0.0447,-0.5493,0.8545,0.3052,-0.3947,0.8341,0.4272,215
1.0195,0.0088,-0.0415,1.0150,0.0048,-0.0444,-0.3052,0.9155,0.3052,-0.4028,0.8545,0.4191,215
1.0151,0.0044,-0.0513,1.0149,0.0049,-0.0446,-0.3052,0.7935,0.3662,-0.3825,0.8545,0.4272,215
1.0127,0.0056,-0.0476,1.0148,0.0042,-0.0458,-0.4272,0.8545,0.4272,-0.3662,0.8057,0.4272,215
1.0120,0.0015,-0.0413,1.0149,0.0047,-0.0449,-0.3052,0.7935,0.4272,-0.3784,0.8179,0.4272,215
1.0159,0.0061,-0.0422,1.0152,0.0040,-0.0436,-0.3662,0.8545,0.5493,-0.3499,0.8057,0.4639,215
1.0156,0.0049,-0.0454,1.0154,0.0036,-0.0444,-0.4272,0.4883,0.3662,-0.3703,0.7568,0.4435,215
1.0156,0.0054,-0.0469,1.0154,0.0036,-0.0441,-0.4883,0.8545,0.6104,-0.3825,0.7609,0.4598,215
1.0181,0.0010,-0.0471,1.0161,0.0035,-0.0446,-0.3662,0.9155,0.6104,-0.3866,0.7853,0.4639,215
1.0125,0.0046,-0.0493,1.0157,0.0035,-0.0445,-0.3052,0.6104,0.3662,-0.3866,0.7731,0.4395,215
1.0164,0.0068,-0.0449,1.0154,0.0039,-0.0460,-0.3052,0.8545,0.4883,-0.3743,0.7528,0.4517,215
1.0100,0.0083,-0.0420,1.0148,0.0046,-0.0460,-0.3662,0.9155,0.5493,-0.3743,0.7853,0.4232,215
1.0103,0.0073,-0.0486,1.0147,0.0049,-0.0451,-0.4272,0.6714,0.3052,-0.3499,0.8219,0.4354,215
1.0222,0.0039,-0.0420,1.0149,0.0049,-0.0452,-0.3662,0.7324,0.3662,-0.3540,0.8179,0.4395,215
1.0129,-0.0012,-0.0488,1.0151,0.0048,-0.0451,-0.4883,0.7324,0.3052,-0.3581,0.8138,0.4191,215
1.0183,0.0117,-0.0488,1.0151,0.0055,-0.0454,-0.3662,0.8545,0.3662,-0.3540,0.8423,0.4354,215
1.0149,0.0073,-0.0452,1.0152,0.0055,-0.0448,-0.2441,0.7324,0.5493,-0.3621,0.8138,0.4313,215
1.0115,0.0015,-0.0386,1.0152,0.0059,-0.0444,-0.4883,0.8545,0.4272,-0.3703,0.8016,0.4354,215
1.0164,0.0002,-0.0427,1.0152,0.0054,-0.0446,-0.4272,0.7935,0.5493,-0.3866,0.7894,0.4354,215
1.0195,0.0002,-0.0464,1.0148,0.0044,-0.0450,-0.3052,0.7935,0.4272,-0.3784,0.8097,0.4517,215
1.0144,0.0032,-0.0481,1.0152,0.0049,-0.0453,-0.4272,0.6714,0.4272,-0.3866,0.8016,0.4639,215
1.0200,0.0002,-0.0430,1.0153,0.0037,-0.0444,-0.3052,0.8545,0.4272,-0.3825,0.8097,0.4801,215
1.0098,0.0059,-0.0530,1.0154,0.0034,-0.0450,-0.3662,0.9766,0.4272,-0.4150,0.8219,0.4801,215
1.0159,0.0071,-0.0500,1.0155,0.0033,-0.0460,-0.4272,0.7324,0.3662,-0.4150,0.8260,0.4598,215
1.0161,0.0059,-0.0444,1.0155,0.0036,-0.0461,-0.4883,0.9155,0.5493,-0.4191,0.8341,0.4598,215
1.0166,0.0046,-0.0452,1.0153,0.0046,-0.0457,-0.4272,0.7324,0.5493,-0.4272,0.8138,0.4517,215
1.0173,0.0007,-0.0461,1.0154,0.0044,-0.0457,-0.4272,0.6714,0.5493,-0.4191,0.8097,0.4557,215
1.0129,-0.0002,-0.0461,1.0148,0.0047,-0.0458,-0.3662,0.8545,0.4883,-0.4272,0.8138,0.4476,215
1.0132,0.0063,-0.0442,1.0150,0.0036,-0.0446,-0.4272,0.7935,0.3052,-0.4191,0.7975,0.4517,215
1.0132,0.0044,-0.0537,1.0151,0.0038,-0.0455,-0.2441,0.8545,0.6104,-0.4069,0.7975,0.4761,215
1.0149,0.0015,-0.0400,1.0143,0.0028,-0.0446,-0.4272,0.8545,0.3662,-0.4028,0.8097,0.5005,215
1.0120,0.0051,-0.0400,1.0145,0.0030,-0.0450,-0.3662,0.8545,0.5493,-0.4028,0.8504,0.4964,215
1.0171,0.0059,-0.0496,1.0142,0.0032,-0.0450,-0.4272,0.7324,0.4883,-0.3825,0.8586,0.4924,215
1.0142,0.0000,-0.0457,1.0144,0.0030,-0.0460,-0.3662,0.9766,0.3662,-0.3743,0.8789,0.4557,215
1.0178,0.0073,-0.0405,1.0144,0.0038,-0.0460,-0.4272,0.7324,0.4272,-0.3703,0.8789,0.4679,215
1.0127,-0.0010,-0.0471,1.0144,0.0035,-0.0457,-0.3662,0.8545,0.2441,-0.3906,0.8748,0.4395,215
1.0115,0.0044,-0.0476,1.0144,0.0040,-0.0462,-0.3662,0.8545,0.4883,-0.3866,0.8504,0.4395,215
1.0129,0.0049,-0.0457,1.0150,0.0039,-0.0468,-0.4272,0.8545,0.5493,-0.3906,0.8260,0.4354,215
1.0132,0.0051,-0.0508,1.0151,0.0034,-0.0469,-0.4272,0.7935,0.6104,-0.4110,0.8341,0.4435,215
1.0203,0.0066,-0.0417,1.0157,0.0039,-0.0457,-0.3662,0.8545,0.5493,-0.4150,0.8016,0.4761,215
1.0151,0.0085,-0.0479,1.0161,0.0040,-0.0458,-0.3662,0.7935,0.5493,-0.4191,0.8016,0.4720,215
1.0134,0.0039,-0.0464,1.0164,0.0044,-0.0461,-0.4883,0.7324,0.3662,-0.4028,0.7894,0.4883,215
1.0093,0.0042,-0.0454,1.0155,0.0045,-0.0460,-0.4883,0.9766,0.4883,-0.4110,0.7935,0.4842,215
1.0186,0.0039,-0.0427,1.0154,0.0051,-0.0465,-0.3052,0.7324,0.3052,-0.3866,0.7690,0.4720,215
1.0171,0.0042,-0.0486,1.0151,0.0058,-0.0464,-0.3052,0.9766,0.4272,-0.3784,0.7853,0.4557,215
1.0100,0.0029,-0.0503,1.0140,0.0053,-0.0474,-0.3662,0.6714,0.3662,-0.3784,0.7935,0.4313,215
1.0144,-0.0020,-0.0459,1.0137,0.0052,-0.0477,-0.4272,0.8545,0.4272,-0.3784,0.8138,0.4313,215
1.0193,0.0029,-0.0442,1.0141,0.0051,-0.0477,-0.3662,0.8545,0.4883,-0.3743,0.8219,0.4435,215
1.0154,0.0005,-0.0500,1.0148,0.0050,-0.0479,-0.4272,0.8545,0.4883,-0.3703,0.8301,0.4354,216
1.0178,0.0083,-0.0439,1.0149,0.0044,-0.0469,-0.4883,0.9155,0.6104,-0.3866,0.8667,0.4435,215
1.0139,0.0056,-0.0486,1.0150,0.0037,-0.0474,-0.3662,0.8545,0.6104,-0.3906,0.8545,0.4679,215
1.0151,0.0049,-0.0452,1.0152,0.0040,-0.0465,-0.4883,0.7935,0.4272,-0.3947,0.8708,0.4801,215
1.0139,0.0027,-0.0493,1.0149,0.0040,-0.0465,-0.4272,0.7935,0.6714,-0.3947,0.8911,0.4801,215
1.0159,0.0049,-0.0444,1.0147,0.0037,-0.0463,-0.4883,0.6714,0.4883,-0.4028,0.8667,0.5005,215
1.0095,0.0020,-0.0442,1.0140,0.0035,-0.0462,-0.4883,0.6714,0.4272,-0.4110,0.8504,0.4964,215
1.0156,0.0010,-0.0413,1.0137,0.0025,-0.0457,-0.4272,0.7324,0.4272,-0.3947,0.8301,0.4883,215
1.0117,0.0012,-0.0430,1.0140,0.0029,-0.0451,-0.3052,0.9766,0.5493,-0.3906,0.8464,0.4679,215
1.0115,0.0085,-0.0374,1.0134,0.0029,-0.0436,-0.4883,0.9766,0.6104,-0.4110,0.8504,0.4435,215
1.0125,0.0076,-0.0398,1.0138,0.0037,-0.0424,-0.2441,0.8545,0.6104,-0.4069,0.8464,0.4435,215
1.0164,0.0032,-0.0403,1.0139,0.0038,-0.0417,-0.3052,0.8545,0.3662,-0.3906,0.8586,0.4272,215
1.0129,0.0037,-0.0452,1.0149,0.0045,-0.0420,-0.4883,0.9766,0.4272,-0.3825,0.8830,0.4150,215
1.0212,0.0085,-0.0393,1.0151,0.0046,-0.0417,-0.4272,0.8545,0.5493,-0.3866,0.8830,0.4313,215
1.0129,0.0020,-0.0466,1.0160,0.0047,-0.0424,-0.3052,0.8545,0.4883,-0.3947,0.8748,0.4354,215
1.0132,0.0034,-0.0510,1.0164,0.0041,-0.0431,-0.3662,0.8545,0.4883,-0.3540,0.8626,0.4476,215
1.0149,0.0105,-0.0461,1.0166,0.0041,-0.0431,-0.3052,0.6104,0.4883,-0.3540,0.8301,0.4517,215
1.0139,0.0037,-0.0515,1.0160,0.0044,-0.0442,-0.4883,0.7935,0.3052,-0.3540,0.8341,0.4476,215
1.0151,-0.0042,-0.0425,1.0160,0.0039,-0.0444,-0.4272,0.7324,0.3052,-0.3662,0.8301,0.4517,215
1.0056,-0.0017,-0.0457,1.0138,0.0035,-0.0450,-0.5493,0.7935,0.5493,-0.3906,0.8301,0.4639,215
1.0159,0.0090,-0.0481,1.0137,0.0045,-0.0460,-0.3662,0.7935,0.3662,-0.3988,0.8138,0.4395,215
1.0154,0.0110,-0.0513,1.0143,0.0039,-0.0471,-0.4883,0.7324,0.4272,-0.4028,0.7935,0.4354,215
1.0098,0.0054,-0.0486,1.0134,0.0049,-0.0462,-0.3052,0.7324,0.4272,-0.3866,0.7772,0.4395,215
1.0195,0.0002,-0.0444,1.0135,0.0047,-0.0465,-0.3052,0.7324,0.4883,-0.3743,0.7894,0.4598,215
1.0166,0.0073,-0.0464,1.0149,0.0054,-0.0462,-0.5493,0.8545,0.4883,-0.3743,0.8057,0.4476,215
1.0112,0.0059,-0.0530,1.0144,0.0050,-0.0455,-0.4883,0.9155,0.3662,-0.3947,0.8341,0.4435,215
1.0154,0.0046,-0.0432,1.0147,0.0053,-0.0449,-0.3052,0.9766,0.4272,-0.3906,0.8667,0.4517,215
1.0139,0.0051,-0.0422,1.0147,0.0050,-0.0451,-0.3052,0.7935,0.4883,-0.3866,0.8667,0.4598,215
1.0139,0.0010,-0.0486,1.0161,0.0042,-0.0455,-0.4272,0.7935,0.5493,-0.4028,0.8870,0.4598,215
1.0215,0.0005,-0.0491,1.0168,0.0046,-0.0462,-0.3662,0.9155,0.3052,-0.4069,0.8870,0.4354,215
1.0134,0.0051,-0.0427,1.0163,0.0044,-0.0463,-0.4272,0.7324,0.4272,-0.4028,0.8586,0.4191,215
1.0166,0.0078,-0.0505,1.0171,0.0053,-0.0458,-0.5493,0.9155,0.3662,-0.4069,0.8423,0.4435,215
1.0117,-0.0032,-0.0496,1.0167,0.0042,-0.0462,-0.4272,0.8545,0.3662,-0.4232,0.8301,0.4191,215
1.0188,0.0103,-0.0471,1.0160,0.0042,-0.0457,-0.4883,0.7324,0.3052,-0.4232,0.7975,0.4110,215
1.0137,0.0081,-0.0447,1.0156,0.0045,-0.0458,-0.4883,0.8545,0.4883,-0.4232,0.7853,0.4232,215
1.0142,0.0012,-0.0461,1.0148,0.0040,-0.0458,-0.5493,0.7935,0.4883,-0.4069,0.7975,0.4395,215
1.0149,0.0071,-0.0383,1.0153,0.0041,-0.0454,-0.4883,0.9766,0.4272,-0.4110,0.8097,0.4517,215
1.0186,-0.0002,-0.0474,1.0153,0.0041,-0.0457,-0.3662,0.7935,0.4883,-0.4069,0.8016,0.4720,215
1.0154,0.0093,-0.0510,1.0156,0.0039,-0.0456,-0.4272,0.8545,0.6714,-0.4232,0.8260,0.5208,215
1.0144,-0.0015,-0.0417,1.0163,0.0029,-0.0459,-0.4272,0.7935,0.4272,-0.4313,0.8464,0.5249,215
1.0122,0.0066,-0.0420,1.0167,0.0028,-0.0457,-0.4272,0.7935,0.4883,-0.4232,0.8504,0.5330,215
1.0139,0.0044,-0.0352,1.0166,0.0028,-0.0445,-0.3052,0.8545,0.3052,-0.4110,0.8504,0.5208,215
1.0146,0.0061,-0.0469,1.0153,0.0024,-0.0452,-0.3662,0.7324,0.4272,-0.3906,0.8464,0.5208,215
1.0132,0.0063,-0.0532,1.0148,0.0031,-0.0455,-0.4883,0.6714,0.4883,-0.4150,0.8504,0.4842,215
1.0142,0.0056,-0.0400,1.0147,0.0027,-0.0450,-0.4272,0.8545,0.2441,-0.3866,0.8545,0.4476,215
1.0142,0.0024,-0.0432,1.0151,0.0029,-0.0450,-0.3662,0.7324,0.4883,-0.3784,0.8464,0.4313,215
1.0186,0.0034,-0.0435,1.0157,0.0033,-0.0446,-0.3052,0.8545,0.4883,-0.3866,0.8341,0.4272,215
1.0178,0.0100,-0.0459,1.0168,0.0039,-0.0444,-0.3662,0.9766,0.4883,-0.3947,0.8301,0.4435,215
1.0129,0.0037,-0.0400,1.0170,0.0038,-0.0434,-0.3052,0.8545,0.4883,-0.3784,0.8301,0.4761,215
1.0176,0.0032,-0.0439,1.0170,0.0039,-0.0430,-0.3662,0.7935,0.5493,-0.3825,0.8301,0.5086,215
1.0188,0.0061,-0.0647,1.0176,0.0038,-0.0449,-0.4272,0.7935,0.3662,-0.3906,0.8179,0.4964,215
1.0190,0.0063,-0.0481,1.0171,0.0042,-0.0458,-0.3662,0.9766,0.3052,-0.3906,0.8260,0.4801,215
1.0129,0.0081,-0.0447,1.0168,0.0042,-0.0457,-0.2441,0.7935,0.4272,-0.3784,0.8260,0.4842,215
1.0107,-0.0010,-0.0488,1.0159,0.0041,-0.0462,-0.3662,0.6714,0.6104,-0.3825,0.8179,0.4964,215
1.0154,0.0088,-0.0469,1.0155,0.0043,-0.0463,-0.4272,1.0376,0.5493,-0.3784,0.8423,0.4924,215
1.0127,0.0051,-0.0469,1.0147,0.0040,-0.0474,-0.4272,0.6714,0.4883,-0.3906,0.8057,0.4801,215
1.0186,0.0039,-0.0500,1.0151,0.0040,-0.0481,-0.3662,0.9155,0.3662,-0.3947,0.8097,0.4720,215
